Datazone,uptake_measure,uptake_rate,demand_measure,demand_rate,display_year
S01013297,CG,0.17647058823529413,cilif_age_5_15,0.19117647058823528,2023
S01013297,FSM,0.24074074074074073,cilif_age_10_18,0.16666666666666666,2025
S01013297,EMA,0,cilif_age_16_18,0.3157894736842105,2025
S01013297,CG,0.5441176470588235,cilif_age_5_15,0.25,2025
S01013297,UC,0.5,unemployed_households_with_children,0.04411764705882353,2025
S01013298,FSM,0,cilif_age_10_18,0.05862068965517241,2023
S01013298,EMA,0.0684931506849315,cilif_age_16_18,0.136986301369863,2023
S01013298,CG,0.018404907975460124,cilif_age_5_15,0.032719836400818,2023
S01013298,FSM,0.1103448275862069,cilif_age_10_18,0.05172413793103448,2025
S01013298,EMA,0.0136986301369863,cilif_age_16_18,0.0821917808219178,2025
S01013298,CG,0.06134969325153374,cilif_age_5_15,0.03885480572597137,2025
S01013298,UC,0.33970276008492567,unemployed_households_with_children,0.029723991507430998,2025
S01013299,FSM,0.07272727272727272,cilif_age_10_18,0.20909090909090908,2023
S01013299,EMA,0,cilif_age_16_18,0.24242424242424243,2023
S01013299,CG,0.4032258064516129,cilif_age_5_15,0.24193548387096775,2023
S01013299,FSM,0.01818181818181818,cilif_age_10_18,0.24545454545454545,2025
S01013299,EMA,0.030303030303030304,cilif_age_16_18,0.2727272727272727,2025
S01013299,CG,0.23387096774193547,cilif_age_5_15,0.24193548387096775,2025
S01013299,UC,0.4444444444444444,unemployed_households_with_children,0.08547008547008547,2025
S01013300,FSM,0.5,cilif_age_10_18,0.203125,2023
S01013300,EMA,0.13636363636363635,cilif_age_16_18,NA,2023
S01013300,CG,0.10344827586206896,cilif_age_5_15,0.2413793103448276,2023
S01013300,FSM,0.375,cilif_age_10_18,0.21875,2025
S01013300,EMA,0.18181818181818182,cilif_age_16_18,0.2727272727272727,2025
S01013300,CG,0.16091954022988506,cilif_age_5_15,0.1724137931034483,2025
S01013300,UC,0.5125,unemployed_households_with_children,0.2375,2025
S01013301,FSM,0.2698412698412698,cilif_age_10_18,0.3492063492063492,2023
S01013301,EMA,0.09090909090909091,cilif_age_16_18,0.2727272727272727,2023
S01013301,CG,1.6607142857142858,cilif_age_5_15,0.39285714285714285,2023
S01013301,FSM,0.20634920634920634,cilif_age_10_18,0.1746031746031746,2025
S01013301,EMA,0.045454545454545456,cilif_age_16_18,NA,2025
S01013301,CG,0.3392857142857143,cilif_age_5_15,0.14285714285714285,2025
S01013301,UC,0.4,unemployed_households_with_children,0.13333333333333333,2025
S01013302,FSM,0.4262295081967213,cilif_age_10_18,0.18032786885245902,2023
S01013302,EMA,0.2857142857142857,cilif_age_16_18,NA,2023
S01013302,CG,0.4246575342465753,cilif_age_5_15,0.136986301369863,2023
S01013302,FSM,0.47540983606557374,cilif_age_10_18,0.13114754098360656,2025
S01013302,EMA,0.14285714285714285,cilif_age_16_18,NA,2025
S01013302,CG,0.1095890410958904,cilif_age_5_15,0.1643835616438356,2025
S01013302,UC,0.21839080459770116,unemployed_households_with_children,0.04597701149425287,2025
S01013303,FSM,0.05714285714285714,cilif_age_10_18,0.14285714285714285,2023
S01013303,EMA,0,cilif_age_16_18,NA,2023
S01013303,CG,0.05263157894736842,cilif_age_5_15,0.2631578947368421,2023
S01013303,FSM,0.014285714285714285,cilif_age_10_18,0.12857142857142856,2025
S01013303,EMA,0,cilif_age_16_18,0.2222222222222222,2025
S01013303,CG,0.15789473684210525,cilif_age_5_15,0.11842105263157894,2025
S01013303,UC,0.33766233766233766,unemployed_households_with_children,0.11688311688311688,2025
S01013304,FSM,0.08421052631578947,cilif_age_10_18,0.4421052631578947,2023
S01013304,EMA,0.08,cilif_age_16_18,0.56,2023
S01013304,CG,0.025,cilif_age_5_15,0.38333333333333336,2023
S01013304,FSM,0.3368421052631579,cilif_age_10_18,0.3473684210526316,2025
S01013304,EMA,0.24,cilif_age_16_18,0.28,2025
S01013304,CG,0.43333333333333335,cilif_age_5_15,0.39166666666666666,2025
S01013304,UC,0.6902654867256637,unemployed_households_with_children,0.17699115044247787,2025
S01013305,FSM,0,cilif_age_10_18,0.23880597014925373,2023
S01013305,EMA,0.05263157894736842,cilif_age_16_18,0.47368421052631576,2023
S01013305,CG,0.34831460674157305,cilif_age_5_15,0.2808988764044944,2023
S01013305,FSM,0.6716417910447762,cilif_age_10_18,0.29850746268656714,2025
S01013305,EMA,0.05263157894736842,cilif_age_16_18,0.631578947368421,2025
S01013305,CG,0.3146067415730337,cilif_age_5_15,0.2247191011235955,2025
S01013305,UC,0.632183908045977,unemployed_households_with_children,0.06896551724137931,2025
S01013306,FSM,0.13043478260869565,cilif_age_10_18,0.2608695652173913,2023
S01013306,EMA,0,cilif_age_16_18,0.1891891891891892,2023
S01013306,CG,0.08108108108108109,cilif_age_5_15,0.25675675675675674,2023
S01013306,FSM,0.11304347826086956,cilif_age_10_18,0.34782608695652173,2025
S01013306,EMA,0,cilif_age_16_18,0.32432432432432434,2025
S01013306,CG,0.527027027027027,cilif_age_5_15,0.27702702702702703,2025
S01013306,UC,0.8699186991869918,unemployed_households_with_children,0.34959349593495936,2025
S01013307,FSM,0.20909090909090908,cilif_age_10_18,0.19090909090909092,2023
S01013307,EMA,0.125,cilif_age_16_18,0.15625,2023
S01013307,CG,0.25203252032520324,cilif_age_5_15,0.2764227642276423,2023
S01013307,FSM,0.2,cilif_age_10_18,0.2818181818181818,2025
S01013307,EMA,0.03125,cilif_age_16_18,0.4375,2025
S01013307,CG,0.08943089430894309,cilif_age_5_15,0.2601626016260163,2025
S01013307,UC,0.7627118644067796,unemployed_households_with_children,0.19491525423728814,2025
S01013308,FSM,0.15862068965517243,cilif_age_10_18,0.3793103448275862,2023
S01013308,EMA,0.022727272727272728,cilif_age_16_18,0.5681818181818182,2023
S01013308,CG,0.3132530120481928,cilif_age_5_15,0.3795180722891566,2023
S01013308,FSM,0.04827586206896552,cilif_age_10_18,0.33793103448275863,2025
S01013308,EMA,0.1590909090909091,cilif_age_16_18,0.3181818181818182,2025
S01013308,CG,0.26506024096385544,cilif_age_5_15,0.3313253012048193,2025
S01013308,UC,0.7777777777777778,unemployed_households_with_children,0.31851851851851853,2025
S01013309,FSM,0,cilif_age_10_18,0.05319148936170213,2023
S01013309,EMA,0.02857142857142857,cilif_age_16_18,0.17142857142857143,2023
S01013309,CG,0.5102040816326531,cilif_age_5_15,NA,2023
S01013309,FSM,0.2978723404255319,cilif_age_10_18,0.11702127659574468,2025
S01013309,EMA,0.2857142857142857,cilif_age_16_18,0.14285714285714285,2025
S01013309,CG,0.5,cilif_age_5_15,0.08163265306122448,2025
S01013309,UC,0.140625,unemployed_households_with_children,0.0234375,2025
S01013310,FSM,0.014705882352941176,cilif_age_10_18,0.3235294117647059,2023
S01013310,EMA,0.045454545454545456,cilif_age_16_18,0.5,2023
S01013310,CG,0.2716049382716049,cilif_age_5_15,0.345679012345679,2023
S01013310,FSM,0.27941176470588236,cilif_age_10_18,0.4117647058823529,2025
S01013310,EMA,0.045454545454545456,cilif_age_16_18,0.5454545454545454,2025
S01013310,CG,0.43209876543209874,cilif_age_5_15,0.2962962962962963,2025
S01013310,UC,0.5068493150684932,unemployed_households_with_children,0.0958904109589041,2025
S01013311,FSM,0.0603448275862069,cilif_age_10_18,0.29310344827586204,2023
S01013311,EMA,0,cilif_age_16_18,0.35135135135135137,2023
S01013311,CG,0.020689655172413793,cilif_age_5_15,0.2206896551724138,2023
S01013311,FSM,0.3793103448275862,cilif_age_10_18,0.25,2025
S01013311,EMA,0.08108108108108109,cilif_age_16_18,0.24324324324324326,2025
S01013311,CG,0.27586206896551724,cilif_age_5_15,0.2482758620689655,2025
S01013311,UC,0.5,unemployed_households_with_children,0.12096774193548387,2025
S01013312,FSM,0.05504587155963303,cilif_age_10_18,0.24770642201834864,2023
S01013312,EMA,0,cilif_age_16_18,0.20930232558139536,2023
S01013312,CG,0.13013698630136986,cilif_age_5_15,0.2191780821917808,2023
S01013312,FSM,0.07339449541284404,cilif_age_10_18,0.1559633027522936,2025
S01013312,EMA,0.11627906976744186,cilif_age_16_18,0.11627906976744186,2025
S01013312,CG,0.06164383561643835,cilif_age_5_15,0.1917808219178082,2025
S01013312,UC,0.6666666666666666,unemployed_households_with_children,0.21705426356589147,2025
S01013313,FSM,0.04,cilif_age_10_18,0.24,2023
S01013313,EMA,0.11764705882352941,cilif_age_16_18,0.5294117647058824,2023
S01013313,CG,0.29523809523809524,cilif_age_5_15,0.20952380952380953,2023
S01013313,FSM,0.08,cilif_age_10_18,0.26666666666666666,2025
S01013313,EMA,0.17647058823529413,cilif_age_16_18,0.47058823529411764,2025
S01013313,CG,0.29523809523809524,cilif_age_5_15,0.20952380952380953,2025
S01013313,UC,0.47126436781609193,unemployed_households_with_children,0.12643678160919541,2025
S01013314,FSM,0.17543859649122806,cilif_age_10_18,0.3157894736842105,2023
S01013314,EMA,0.38461538461538464,cilif_age_16_18,0.46153846153846156,2023
S01013314,CG,0.0759493670886076,cilif_age_5_15,0.20253164556962025,2023
S01013314,FSM,0.10526315789473684,cilif_age_10_18,0.15789473684210525,2025
S01013314,EMA,0.07692307692307693,cilif_age_16_18,0.38461538461538464,2025
S01013314,CG,0,cilif_age_5_15,0.16455696202531644,2025
S01013314,UC,0.45652173913043476,unemployed_households_with_children,0.06521739130434782,2025
S01013315,FSM,0,cilif_age_10_18,0.09558823529411764,2023
S01013315,EMA,0,cilif_age_16_18,0.1891891891891892,2023
S01013315,CG,0.14285714285714285,cilif_age_5_15,0.037267080745341616,2023
S01013315,FSM,0.09558823529411764,cilif_age_10_18,0.08088235294117647,2025
S01013315,EMA,0,cilif_age_16_18,0.13513513513513514,2025
S01013315,CG,0.037267080745341616,cilif_age_5_15,0.043478260869565216,2025
S01013315,UC,0.037037037037037035,unemployed_households_with_children,0.037037037037037035,2025
S01013316,FSM,0.12727272727272726,cilif_age_10_18,0.2,2023
S01013316,EMA,0.6428571428571429,cilif_age_16_18,NA,2023
S01013316,CG,0.8641975308641975,cilif_age_5_15,0.09876543209876543,2023
S01013316,FSM,0.2,cilif_age_10_18,0.12727272727272726,2025
S01013316,EMA,0.14285714285714285,cilif_age_16_18,0.35714285714285715,2025
S01013316,CG,0.49382716049382713,cilif_age_5_15,0.07407407407407407,2025
S01013316,UC,0.12698412698412698,unemployed_households_with_children,0.09523809523809523,2025
S01013317,FSM,0.9322033898305084,cilif_age_10_18,NA,2023
S01013317,EMA,0.0625,cilif_age_16_18,NA,2023
S01013317,CG,0.2835820895522388,cilif_age_5_15,0.08955223880597014,2023
S01013317,FSM,0.01694915254237288,cilif_age_10_18,0.1016949152542373,2025
S01013317,EMA,0.125,cilif_age_16_18,NA,2025
S01013317,CG,0.34328358208955223,cilif_age_5_15,0.1044776119402985,2025
S01013317,UC,0.203125,unemployed_households_with_children,0.109375,2025
S01013318,FSM,0.04838709677419355,cilif_age_10_18,NA,2023
S01013318,EMA,0,cilif_age_16_18,NA,2023
S01013318,CG,0.5076923076923077,cilif_age_5_15,0.1076923076923077,2023
S01013318,FSM,0.3225806451612903,cilif_age_10_18,0.08064516129032258,2025
S01013318,EMA,0.045454545454545456,cilif_age_16_18,0.22727272727272727,2025
S01013318,CG,0.06153846153846154,cilif_age_5_15,0.09230769230769231,2025
S01013318,UC,0.2903225806451613,unemployed_households_with_children,0.06451612903225806,2025
S01013319,FSM,0.17647058823529413,cilif_age_10_18,0.10294117647058823,2023
S01013319,EMA,0.23809523809523808,cilif_age_16_18,NA,2023
S01013319,CG,1.4166666666666667,cilif_age_5_15,0.13095238095238096,2023
S01013319,FSM,0.029411764705882353,cilif_age_10_18,0.07352941176470588,2025
S01013319,EMA,0.14285714285714285,cilif_age_16_18,NA,2025
S01013319,CG,0.2261904761904762,cilif_age_5_15,0.15476190476190477,2025
S01013319,UC,0.1267605633802817,unemployed_households_with_children,0.014084507042253521,2025
S01013320,FSM,0.10144927536231885,cilif_age_10_18,0.15217391304347827,2023
S01013320,EMA,0.3055555555555556,cilif_age_16_18,0.1388888888888889,2023
S01013320,CG,0.3821656050955414,cilif_age_5_15,0.12101910828025478,2023
S01013320,FSM,0.028985507246376812,cilif_age_10_18,0.17391304347826086,2025
S01013320,EMA,0.1388888888888889,cilif_age_16_18,0.16666666666666666,2025
S01013320,CG,0.6624203821656051,cilif_age_5_15,0.12101910828025478,2025
S01013320,UC,0.08823529411764706,unemployed_households_with_children,0,2025
S01013321,FSM,0.2692307692307692,cilif_age_10_18,0.19230769230769232,2023
S01013321,EMA,1.4,cilif_age_16_18,NA,2023
S01013321,CG,1.9230769230769231,cilif_age_5_15,NA,2023
S01013321,FSM,0.5,cilif_age_10_18,NA,2025
S01013321,EMA,0.4,cilif_age_16_18,NA,2025
S01013321,CG,0.28205128205128205,cilif_age_5_15,0.1282051282051282,2025
S01013321,UC,0.47368421052631576,unemployed_households_with_children,0.23684210526315788,2025
S01013322,FSM,0.07291666666666667,cilif_age_10_18,0.40625,2023
S01013322,EMA,0,cilif_age_16_18,0.4074074074074074,2023
S01013322,CG,0.5045045045045045,cilif_age_5_15,0.3333333333333333,2023
S01013322,FSM,0.10416666666666667,cilif_age_10_18,0.2916666666666667,2025
S01013322,EMA,0.37037037037037035,cilif_age_16_18,0.3333333333333333,2025
S01013322,CG,0.06306306306306306,cilif_age_5_15,0.25225225225225223,2025
S01013322,UC,0.4567901234567901,unemployed_households_with_children,0.09876543209876543,2025
S01013323,FSM,0.03296703296703297,cilif_age_10_18,0.08791208791208792,2023
S01013323,EMA,0.11428571428571428,cilif_age_16_18,NA,2023
S01013323,CG,0.11650485436893204,cilif_age_5_15,0.08737864077669903,2023
S01013323,FSM,0.3076923076923077,cilif_age_10_18,0.0989010989010989,2025
S01013323,EMA,0.02857142857142857,cilif_age_16_18,NA,2025
S01013323,CG,0.1262135922330097,cilif_age_5_15,0.08737864077669903,2025
S01013323,UC,0.6262626262626263,unemployed_households_with_children,0.18181818181818182,2025
S01013324,FSM,0.05333333333333334,cilif_age_10_18,0.25333333333333335,2023
S01013324,EMA,0,cilif_age_16_18,0.28,2023
S01013324,CG,0.5,cilif_age_5_15,0.2222222222222222,2023
S01013324,FSM,0.5466666666666666,cilif_age_10_18,0.2,2025
S01013324,EMA,0,cilif_age_16_18,0.2,2025
S01013324,CG,0.4111111111111111,cilif_age_5_15,0.16666666666666666,2025
S01013324,UC,0.6493506493506493,unemployed_households_with_children,0.14285714285714285,2025
S01013325,FSM,0.0064516129032258064,cilif_age_10_18,0.22580645161290322,2023
S01013325,EMA,0.05555555555555555,cilif_age_16_18,0.4722222222222222,2023
S01013325,CG,0.15736040609137056,cilif_age_5_15,0.2182741116751269,2023
S01013325,FSM,0.2903225806451613,cilif_age_10_18,0.27741935483870966,2025
S01013325,EMA,0.05555555555555555,cilif_age_16_18,0.3333333333333333,2025
S01013325,CG,0.14720812182741116,cilif_age_5_15,0.24873096446700507,2025
S01013325,UC,0.6337209302325582,unemployed_households_with_children,0.22093023255813954,2025
S01013326,FSM,0.14285714285714285,cilif_age_10_18,0.2714285714285714,2023
S01013326,EMA,0.1,cilif_age_16_18,0.16666666666666666,2023
S01013326,CG,0.38235294117647056,cilif_age_5_15,0.29411764705882354,2023
S01013326,FSM,0.2714285714285714,cilif_age_10_18,0.38571428571428573,2025
S01013326,EMA,0,cilif_age_16_18,0.16666666666666666,2025
S01013326,CG,1.5147058823529411,cilif_age_5_15,0.3382352941176471,2025
S01013326,UC,0.5492957746478874,unemployed_households_with_children,0.09859154929577464,2025
S01013327,FSM,0.3047619047619048,cilif_age_10_18,0.24761904761904763,2023
S01013327,EMA,0.09090909090909091,cilif_age_16_18,0.36363636363636365,2023
S01013327,CG,0.5899280575539568,cilif_age_5_15,0.2733812949640288,2023
S01013327,FSM,0.12380952380952381,cilif_age_10_18,0.3047619047619048,2025
S01013327,EMA,0,cilif_age_16_18,0.45454545454545453,2025
S01013327,CG,0,cilif_age_5_15,0.2446043165467626,2025
S01013327,UC,0.6391752577319587,unemployed_households_with_children,0.17525773195876287,2025
S01013328,FSM,0.0684931506849315,cilif_age_10_18,0.4794520547945205,2023
S01013328,EMA,0.047619047619047616,cilif_age_16_18,0.42857142857142855,2023
S01013328,CG,0,cilif_age_5_15,0.4536082474226804,2023
S01013328,FSM,0.2328767123287671,cilif_age_10_18,0.4931506849315068,2025
S01013328,EMA,0.047619047619047616,cilif_age_16_18,0.7142857142857143,2025
S01013328,CG,0.6082474226804123,cilif_age_5_15,0.3917525773195876,2025
S01013328,UC,0.7733333333333333,unemployed_households_with_children,0.17333333333333334,2025
S01013329,FSM,0.06329113924050633,cilif_age_10_18,0.4177215189873418,2023
S01013329,EMA,0,cilif_age_16_18,0.4166666666666667,2023
S01013329,CG,0.47115384615384615,cilif_age_5_15,0.38461538461538464,2023
S01013329,FSM,0.10126582278481013,cilif_age_10_18,0.5063291139240507,2025
S01013329,EMA,0.20833333333333334,cilif_age_16_18,0.5833333333333334,2025
S01013329,CG,0,cilif_age_5_15,0.34615384615384615,2025
S01013329,UC,0.5342465753424658,unemployed_households_with_children,0.1095890410958904,2025
S01013330,FSM,0.04854368932038835,cilif_age_10_18,0.05825242718446602,2023
S01013330,EMA,0.05714285714285714,cilif_age_16_18,NA,2023
S01013330,CG,0.24761904761904763,cilif_age_5_15,0.0761904761904762,2023
S01013330,FSM,0.2621359223300971,cilif_age_10_18,0.07766990291262135,2025
S01013330,EMA,0,cilif_age_16_18,NA,2025
S01013330,CG,0.05714285714285714,cilif_age_5_15,0.08571428571428572,2025
S01013330,UC,0.15254237288135594,unemployed_households_with_children,0.11016949152542373,2025
S01013331,FSM,0.3787878787878788,cilif_age_10_18,0.09090909090909091,2023
S01013331,EMA,0.05263157894736842,cilif_age_16_18,NA,2023
S01013331,CG,0.47368421052631576,cilif_age_5_15,0.14473684210526316,2023
S01013331,FSM,0.19696969696969696,cilif_age_10_18,0.12121212121212122,2025
S01013331,EMA,0,cilif_age_16_18,NA,2025
S01013331,CG,0.09210526315789473,cilif_age_5_15,0.13157894736842105,2025
S01013331,UC,0.19718309859154928,unemployed_households_with_children,0.04225352112676056,2025
S01013332,FSM,0.12,cilif_age_10_18,0.15,2023
S01013332,EMA,0.023809523809523808,cilif_age_16_18,0.11904761904761904,2023
S01013332,CG,0.3163265306122449,cilif_age_5_15,0.16326530612244897,2023
S01013332,FSM,0.04,cilif_age_10_18,0.11,2025
S01013332,EMA,0,cilif_age_16_18,0.14285714285714285,2025
S01013332,CG,0.5204081632653061,cilif_age_5_15,0.14285714285714285,2025
S01013332,UC,0.3655913978494624,unemployed_households_with_children,0.053763440860215055,2025
S01013333,FSM,0,cilif_age_10_18,0.1232876712328767,2023
S01013333,EMA,0.08695652173913043,cilif_age_16_18,NA,2023
S01013333,CG,0.09433962264150944,cilif_age_5_15,0.16981132075471697,2023
S01013333,FSM,0.2602739726027397,cilif_age_10_18,0.1095890410958904,2025
S01013333,EMA,0.08695652173913043,cilif_age_16_18,NA,2025
S01013333,CG,0.27358490566037735,cilif_age_5_15,0.16981132075471697,2025
S01013333,UC,0.3,unemployed_households_with_children,0.07,2025
S01013334,FSM,0.375,cilif_age_10_18,0.2875,2023
S01013334,EMA,0.391304347826087,cilif_age_16_18,0.21739130434782608,2023
S01013334,CG,0.2736842105263158,cilif_age_5_15,0.3157894736842105,2023
S01013334,FSM,0.225,cilif_age_10_18,0.325,2025
S01013334,EMA,0.17391304347826086,cilif_age_16_18,0.2608695652173913,2025
S01013334,CG,0,cilif_age_5_15,0.28421052631578947,2025
S01013334,UC,0.6956521739130435,unemployed_households_with_children,0.22826086956521738,2025
S01013335,FSM,0.03759398496240601,cilif_age_10_18,0.37593984962406013,2023
S01013335,EMA,0.05128205128205128,cilif_age_16_18,0.3333333333333333,2023
S01013335,CG,0.05232558139534884,cilif_age_5_15,0.27906976744186046,2023
S01013335,FSM,0.15037593984962405,cilif_age_10_18,0.2932330827067669,2025
S01013335,EMA,0.10256410256410256,cilif_age_16_18,0.3333333333333333,2025
S01013335,CG,0.16279069767441862,cilif_age_5_15,0.28488372093023256,2025
S01013335,UC,0.6744186046511628,unemployed_households_with_children,0.20155038759689922,2025
S01013336,FSM,0.04838709677419355,cilif_age_10_18,0.4112903225806452,2023
S01013336,EMA,0.045454545454545456,cilif_age_16_18,0.38636363636363635,2023
S01013336,CG,0.10144927536231885,cilif_age_5_15,0.391304347826087,2023
S01013336,FSM,0.1774193548387097,cilif_age_10_18,0.41935483870967744,2025
S01013336,EMA,0.06818181818181818,cilif_age_16_18,0.36363636363636365,2025
S01013336,CG,0.5144927536231884,cilif_age_5_15,0.41304347826086957,2025
S01013336,UC,0.8490566037735849,unemployed_households_with_children,0.16981132075471697,2025
S01013337,FSM,0.1276595744680851,cilif_age_10_18,0.1276595744680851,2023
S01013337,EMA,0.02631578947368421,cilif_age_16_18,0.15789473684210525,2023
S01013337,CG,0.7551020408163265,cilif_age_5_15,0.09183673469387756,2023
S01013337,FSM,0.20212765957446807,cilif_age_10_18,0.1702127659574468,2025
S01013337,EMA,0.07894736842105263,cilif_age_16_18,0.13157894736842105,2025
S01013337,CG,0.3673469387755102,cilif_age_5_15,0.15306122448979592,2025
S01013337,UC,0.26744186046511625,unemployed_households_with_children,0.10465116279069768,2025
S01013338,FSM,0.28846153846153844,cilif_age_10_18,0.04807692307692308,2023
S01013338,EMA,0.05555555555555555,cilif_age_16_18,NA,2023
S01013338,CG,0.29347826086956524,cilif_age_5_15,NA,2023
S01013338,FSM,0.019230769230769232,cilif_age_10_18,NA,2025
S01013338,EMA,0.19444444444444445,cilif_age_16_18,NA,2025
S01013338,CG,0.07608695652173914,cilif_age_5_15,NA,2025
S01013338,UC,0.0759493670886076,unemployed_households_with_children,0.02531645569620253,2025
S01013339,FSM,0.36363636363636365,cilif_age_10_18,0.1590909090909091,2023
S01013339,EMA,0.0625,cilif_age_16_18,0.375,2023
S01013339,CG,1.4130434782608696,cilif_age_5_15,0.17391304347826086,2023
S01013339,FSM,0.29545454545454547,cilif_age_10_18,NA,2025
S01013339,EMA,0.0625,cilif_age_16_18,NA,2025
S01013339,CG,1.1956521739130435,cilif_age_5_15,0.10869565217391304,2025
S01013339,UC,0.2826086956521739,unemployed_households_with_children,0.06521739130434782,2025
S01013340,FSM,0.11764705882352941,cilif_age_10_18,0.09803921568627451,2023
S01013340,EMA,0.09523809523809523,cilif_age_16_18,0.23809523809523808,2023
S01013340,CG,0.15254237288135594,cilif_age_5_15,NA,2023
S01013340,FSM,0.1568627450980392,cilif_age_10_18,0.11764705882352941,2025
S01013340,EMA,0.09523809523809523,cilif_age_16_18,0.2857142857142857,2025
S01013340,CG,0.6949152542372882,cilif_age_5_15,NA,2025
S01013340,UC,0.0847457627118644,unemployed_households_with_children,0.1016949152542373,2025
S01013341,FSM,0.36363636363636365,cilif_age_10_18,0.2159090909090909,2023
S01013341,EMA,0,cilif_age_16_18,0.14705882352941177,2023
S01013341,CG,0.052083333333333336,cilif_age_5_15,0.2708333333333333,2023
S01013341,FSM,0.022727272727272728,cilif_age_10_18,0.19318181818181818,2025
S01013341,EMA,0.029411764705882353,cilif_age_16_18,0.29411764705882354,2025
S01013341,CG,0.2604166666666667,cilif_age_5_15,0.22916666666666666,2025
S01013341,UC,0.08247422680412371,unemployed_households_with_children,0.061855670103092786,2025
S01013342,FSM,0.4125,cilif_age_10_18,0.35,2023
S01013342,EMA,0.07692307692307693,cilif_age_16_18,0.19230769230769232,2023
S01013342,CG,0.16326530612244897,cilif_age_5_15,0.3979591836734694,2023
S01013342,FSM,0.5,cilif_age_10_18,0.425,2025
S01013342,EMA,0.038461538461538464,cilif_age_16_18,0.4230769230769231,2025
S01013342,CG,0.16326530612244897,cilif_age_5_15,0.37755102040816324,2025
S01013342,UC,1.3513513513513513,unemployed_households_with_children,0.21621621621621623,2025
S01013343,FSM,0.036585365853658534,cilif_age_10_18,0.12195121951219512,2023
S01013343,EMA,0,cilif_age_16_18,NA,2023
S01013343,CG,0.5625,cilif_age_5_15,0.17708333333333334,2023
S01013343,FSM,0.5,cilif_age_10_18,0.12195121951219512,2025
S01013343,EMA,0,cilif_age_16_18,NA,2025
S01013343,CG,0.010416666666666666,cilif_age_5_15,0.11458333333333333,2025
S01013343,UC,0.47297297297297297,unemployed_households_with_children,0.0945945945945946,2025
S01013344,FSM,0.10606060606060606,cilif_age_10_18,0.17424242424242425,2023
S01013344,EMA,0,cilif_age_16_18,0.25,2023
S01013344,CG,0,cilif_age_5_15,0.1858974358974359,2023
S01013344,FSM,0.09090909090909091,cilif_age_10_18,0.13636363636363635,2025
S01013344,EMA,0,cilif_age_16_18,0.19444444444444445,2025
S01013344,CG,0.02564102564102564,cilif_age_5_15,0.17307692307692307,2025
S01013344,UC,0.75,unemployed_households_with_children,0.17857142857142858,2025
S01013345,FSM,0.12087912087912088,cilif_age_10_18,0.2857142857142857,2023
S01013345,EMA,0.08,cilif_age_16_18,0.2,2023
S01013345,CG,0.23809523809523808,cilif_age_5_15,0.3047619047619048,2023
S01013345,FSM,0,cilif_age_10_18,0.32967032967032966,2025
S01013345,EMA,0.08,cilif_age_16_18,0.48,2025
S01013345,CG,0.2,cilif_age_5_15,0.3904761904761905,2025
S01013345,UC,0.5824175824175825,unemployed_households_with_children,0.18681318681318682,2025
S01013346,FSM,0.04310344827586207,cilif_age_10_18,0.0603448275862069,2023
S01013346,EMA,0.021739130434782608,cilif_age_16_18,NA,2023
S01013346,CG,0.33613445378151263,cilif_age_5_15,NA,2023
S01013346,FSM,0.1724137931034483,cilif_age_10_18,NA,2025
S01013346,EMA,0,cilif_age_16_18,NA,2025
S01013346,CG,0.3277310924369748,cilif_age_5_15,NA,2025
S01013346,UC,0.19387755102040816,unemployed_households_with_children,0.04081632653061224,2025
S01013347,FSM,0.16923076923076924,cilif_age_10_18,0.1076923076923077,2023
S01013347,EMA,0.2,cilif_age_16_18,NA,2023
S01013347,CG,0.5063291139240507,cilif_age_5_15,0.0759493670886076,2023
S01013347,FSM,0.03076923076923077,cilif_age_10_18,0.07692307692307693,2025
S01013347,EMA,0.05,cilif_age_16_18,NA,2025
S01013347,CG,0.4177215189873418,cilif_age_5_15,0.1518987341772152,2025
S01013347,UC,0.1780821917808219,unemployed_households_with_children,0,2025
S01013348,FSM,0,cilif_age_10_18,0.2345679012345679,2023
S01013348,EMA,0.19230769230769232,cilif_age_16_18,0.3076923076923077,2023
S01013348,CG,0.09090909090909091,cilif_age_5_15,0.15454545454545454,2023
S01013348,FSM,0.06172839506172839,cilif_age_10_18,0.19753086419753085,2025
S01013348,EMA,0.15384615384615385,cilif_age_16_18,NA,2025
S01013348,CG,0.3090909090909091,cilif_age_5_15,0.12727272727272726,2025
S01013348,UC,0.2909090909090909,unemployed_households_with_children,0.11818181818181818,2025
S01013349,FSM,0.18309859154929578,cilif_age_10_18,0.18309859154929578,2023
S01013349,EMA,0,cilif_age_16_18,NA,2023
S01013349,CG,0.009174311926605505,cilif_age_5_15,0.1743119266055046,2023
S01013349,FSM,0.5211267605633803,cilif_age_10_18,0.16901408450704225,2025
S01013349,EMA,0,cilif_age_16_18,NA,2025
S01013349,CG,0.1743119266055046,cilif_age_5_15,0.1651376146788991,2025
S01013349,UC,0.16494845360824742,unemployed_households_with_children,0.05154639175257732,2025
S01013350,FSM,0.14457831325301204,cilif_age_10_18,0.26506024096385544,2023
S01013350,EMA,0.4782608695652174,cilif_age_16_18,0.391304347826087,2023
S01013350,CG,0.04040404040404041,cilif_age_5_15,0.25252525252525254,2023
S01013350,FSM,0.10843373493975904,cilif_age_10_18,0.13253012048192772,2025
S01013350,EMA,0,cilif_age_16_18,NA,2025
S01013350,CG,0.010101010101010102,cilif_age_5_15,0.18181818181818182,2025
